order_id,product_id,customer_id,price,shipping_date,order_date,product_name,product_category,manufacturing_city,size,color,SKU
690861,88034,4052,909.0,2023-01-14,2023-12-03,Product_9,Electronics,Sydney,Small,White,SKU-7753
852475,36035,4694,981.83,2023-08-30,2023-02-01,Product_8,Appliances,Brisbane,Large,Black,SKU-7311
942268,86012,6479,133.34,2023-09-22,2023-02-09,Product_15,Toys,Brisbane,Large,Green,SKU-6786
995555,36035,3903,242.27,2023-12-12,2023-05-28,Product_8,Appliances,Brisbane,Large,Black,SKU-7311
408835,81708,3661,51.54,2023-02-22,2023-08-06,Product_3,Electronics,Brisbane,Medium,Blue,SKU-8744
456251,38675,3137,253.76,2023-12-06,2023-08-07,Product_19,Toys,Brisbane,Large,White,SKU-7514
519240,39346,1779,283.71,2023-04-02,2023-03-23,Product_12,Toys,Adelaide,Small,Black,SKU-6771
122499,24926,1178,570.62,2023-09-21,2023-11-29,Product_11,Appliances,Melbourne,Large,Black,SKU-8500
804768,36035,6850,749.31,2023-02-04,2023-07-27,Product_8,Appliances,Brisbane,Large,Black,SKU-7311
923667,36035,8248,479.77,2023-07-25,2023-07-20,Product_8,Appliances,Brisbane,Large,Black,SKU-7311
282355,60719,1205,212.45,2023-03-22,2023-11-28,Product_17,Toys,Perth,Small,Red,SKU-8214
924621,23818,9890,918.09,2023-02-19,2023-02-07,Product_5,Sports,Adelaide,Medium,Blue,SKU-9136
174711,59269,7536,808.48,2023-12-26,2023-07-30,Product_20,Appliances,Melbourne,Small,Black,SKU-8474
305573,36035,2118,719.16,2023-01-02,2023-11-23,Product_8,Appliances,Brisbane,Large,Black,SKU-7311
300874,33671,3353,640.02,2023-02-23,2023-09-06,Product_6,Electronics,Adelaide,Medium,Gray,SKU-1513
551544,20102,1388,54.46,2023-04-16,2023-08-15,Product_16,Toys,Perth,Medium,Black,SKU-6665
471876,38675,8875,535.59,2023-09-17,2023-02-17,Product_19,Toys,Brisbane,Large,White,SKU-7514
116143,38675,6945,393.47,2023-11-06,2023-01-18,Product_19,Toys,Brisbane,Large,White,SKU-7514
731835,39346,6003,874.64,2023-07-10,2023-10-22,Product_12,Toys,Adelaide,Small,Black,SKU-6771
213769,36035,6008,817.3,2023-08-06,2023-07-15,Product_8,Appliances,Brisbane,Large,Black,SKU-7311
462405,60719,5167,536.76,2023-02-13,2023-07-06,Product_17,Toys,Perth,Small,Red,SKU-8214
507935,88034,4578,602.54,2023-06-11,2023-12-11,Product_9,Electronics,Sydney,Small,White,SKU-7753
414776,23818,1459,605.92,2023-07-21,2023-08-12,Product_5,Sports,Adelaide,Medium,Blue,SKU-9136
585613,20102,6887,673.11,2023-09-27,2023-11-14,Product_16,Toys,Perth,Medium,Black,SKU-6665
459146,86012,9028,705.54,2023-12-17,2023-12-03,Product_15,Toys,Brisbane,Large,Green,SKU-6786
728468,88034,8483,384.37,2023-10-31,2023-08-17,Product_9,Electronics,Sydney,Small,White,SKU-7753
193326,81708,2734,419.91,2023-09-28,2023-03-18,Product_3,Electronics,Brisbane,Medium,Blue,SKU-8744
394952,60719,5653,574.51,2023-08-03,2023-07-07,Product_17,Toys,Perth,Small,Red,SKU-8214
228019,24926,4463,533.01,2023-09-09,2023-12-12,Product_11,Appliances,Melbourne,Large,Black,SKU-8500
893896,60719,4799,478.62,2023-07-09,2023-09-27,Product_17,Toys,Perth,Small,Red,SKU-8214
725698,59269,1089,346.0,2023-10-23,2023-04-05,Product_20,Appliances,Melbourne,Small,Black,SKU-8474
294328,33671,6192,981.32,2023-08-01,2023-11-06,Product_6,Electronics,Adelaide,Medium,Gray,SKU-1513
308710,24926,6294,793.07,2023-07-27,2023-05-12,Product_11,Appliances,Melbourne,Large,Black,SKU-8500
879173,24926,2979,730.29,2023-08-25,2023-02-08,Product_11,Appliances,Melbourne,Large,Black,SKU-8500
583209,88034,4344,509.3,2023-12-04,2023-03-13,Product_9,Electronics,Sydney,Small,White,SKU-7753
375893,23818,9870,60.94,2023-02-22,2023-10-08,Product_5,Sports,Adelaide,Medium,Blue,SKU-9136
261102,39346,8996,195.13,2023-10-07,2023-11-29,Product_12,Toys,Adelaide,Small,Black,SKU-6771
463973,86012,7827,147.77,2023-08-05,2023-06-09,Product_15,Toys,Brisbane,Large,Green,SKU-6786
388396,59269,9280,223.71,2023-09-09,2023-07-06,Product_20,Appliances,Melbourne,Small,Black,SKU-8474
428943,49093,7211,173.77,2023-07-07,2023-07-10,Product_7,Clothing,Brisbane,Small,Gray,SKU-5096
266734,38675,4352,43.79,2023-02-10,2023-04-30,Product_19,Toys,Brisbane,Large,White,SKU-7514
929754,23818,6223,926.19,2023-06-06,2023-08-08,Product_5,Sports,Adelaide,Medium,Blue,SKU-9136
125485,23818,7209,365.13,2023-01-15,2023-02-22,Product_5,Sports,Adelaide,Medium,Blue,SKU-9136
674329,60719,6750,288.78,2023-10-28,2023-08-10,Product_17,Toys,Perth,Small,Red,SKU-8214
255867,20102,3678,377.2,2023-03-06,2023-05-11,Product_16,Toys,Perth,Medium,Black,SKU-6665
147783,86012,9145,541.95,2023-12-11,2023-08-25,Product_15,Toys,Brisbane,Large,Green,SKU-6786
162661,33671,5940,813.56,2023-11-23,2023-09-03,Product_6,Electronics,Adelaide,Medium,Gray,SKU-1513
427009,81708,7275,898.2,2023-01-09,2023-08-14,Product_3,Electronics,Brisbane,Medium,Blue,SKU-8744
313901,86012,3812,443.92,2023-12-10,2023-07-27,Product_15,Toys,Brisbane,Large,Green,SKU-6786
763238,39346,4622,307.99,2023-05-09,2023-04-06,Product_12,Toys,Adelaide,Small,Black,SKU-6771
460470,38675,7776,50.29,2023-05-16,2023-07-19,Product_19,Toys,Brisbane,Large,White,SKU-7514
420030,23818,8600,692.45,2023-03-04,2023-09-04,Product_5,Sports,Adelaide,Medium,Blue,SKU-9136
313655,88034,4685,199.17,2023-05-19,2023-03-13,Product_9,Electronics,Sydney,Small,White,SKU-7753
546059,38675,9910,760.47,2023-03-22,2023-11-14,Product_19,Toys,Brisbane,Large,White,SKU-7514
577513,87282,3312,984.97,2023-06-12,2023-07-04,Product_10,Furniture,Perth,Large,Black,SKU-1234
926230,49093,8466,338.82,2023-10-16,2023-01-06,Product_7,Clothing,Brisbane,Small,Gray,SKU-5096
315626,87282,8183,334.27,2023-09-18,2023-07-25,Product_10,Furniture,Perth,Large,Black,SKU-1234
310513,24926,1711,575.34,2023-08-19,2023-02-01,Product_11,Appliances,Melbourne,Large,Black,SKU-8500
606620,33671,2918,727.07,2023-02-10,2023-04-09,Product_6,Electronics,Adelaide,Medium,Gray,SKU-1513
860106,59269,2816,484.12,2023-01-28,2023-09-13,Product_20,Appliances,Melbourne,Small,Black,SKU-8474
494680,20102,2260,965.46,2023-05-15,2023-07-06,Product_16,Toys,Perth,Medium,Black,SKU-6665
100316,59269,4034,321.63,2023-07-20,2023-03-17,Product_20,Appliances,Melbourne,Small,Black,SKU-8474
648159,39346,4704,819.59,2023-11-24,2023-06-26,Product_12,Toys,Adelaide,Small,Black,SKU-6771
435728,87282,1599,230.6,2023-09-25,2023-11-11,Product_10,Furniture,Perth,Large,Black,SKU-1234
266858,24926,9999,40.72,2023-02-02,2023-10-14,Product_11,Appliances,Melbourne,Large,Black,SKU-8500
208356,24926,1230,824.5,2023-02-17,2023-12-15,Product_11,Appliances,Melbourne,Large,Black,SKU-8500
196859,33671,6867,485.63,2023-03-03,2023-09-12,Product_6,Electronics,Adelaide,Medium,Gray,SKU-1513
654610,60719,2477,859.12,2023-08-04,2023-11-21,Product_17,Toys,Perth,Small,Red,SKU-8214
916480,20102,3756,90.68,2023-10-20,2023-07-09,Product_16,Toys,Perth,Medium,Black,SKU-6665
392040,60719,9865,692.0,2023-04-09,2023-11-04,Product_17,Toys,Perth,Small,Red,SKU-8214
323876,60719,2705,15.09,2023-06-21,2023-12-11,Product_17,Toys,Perth,Small,Red,SKU-8214
340469,33671,1574,481.21,2023-12-26,2023-05-07,Product_6,Electronics,Adelaide,Medium,Gray,SKU-1513
441114,33671,1230,363.66,2023-08-02,2023-10-14,Product_6,Electronics,Adelaide,Medium,Gray,SKU-1513
274929,23818,8401,297.87,2023-02-04,2023-09-11,Product_5,Sports,Adelaide,Medium,Blue,SKU-9136
516216,81708,9687,961.83,2023-08-15,2023-08-01,Product_3,Electronics,Brisbane,Medium,Blue,SKU-8744
656723,36035,8175,15.67,2023-04-11,2023-09-07,Product_8,Appliances,Brisbane,Large,Black,SKU-7311
271201,86012,6468,380.07,2023-05-11,2023-03-25,Product_15,Toys,Brisbane,Large,Green,SKU-6786
333355,38675,4954,526.01,2023-09-14,2023-01-13,Product_19,Toys,Brisbane,Large,White,SKU-7514
417862,60719,2430,379.85,2023-01-05,2023-02-14,Product_17,Toys,Perth,Small,Red,SKU-8214
710488,39346,9647,305.71,2023-08-06,2023-05-07,Product_12,Toys,Adelaide,Small,Black,SKU-6771
694812,87282,8020,543.51,2023-09-12,2023-04-24,Product_10,Furniture,Perth,Large,Black,SKU-1234
308803,60719,6825,141.91,2023-12-25,2023-10-03,Product_17,Toys,Perth,Small,Red,SKU-8214
228841,88034,5057,392.32,2023-10-10,2023-07-24,Product_9,Electronics,Sydney,Small,White,SKU-7753
851457,23818,6958,370.44,2023-07-26,2023-12-03,Product_5,Sports,Adelaide,Medium,Blue,SKU-9136
824389,33671,4676,652.05,2023-01-15,2023-09-30,Product_6,Electronics,Adelaide,Medium,Gray,SKU-1513
126915,23818,9622,765.22,2023-12-12,2023-02-27,Product_5,Sports,Adelaide,Medium,Blue,SKU-9136
950821,38675,9817,174.59,2023-02-11,2023-11-24,Product_19,Toys,Brisbane,Large,White,SKU-7514
883494,20102,5349,863.21,2023-06-28,2023-08-07,Product_16,Toys,Perth,Medium,Black,SKU-6665
237091,81708,6242,202.2,2023-03-04,2023-04-19,Product_3,Electronics,Brisbane,Medium,Blue,SKU-8744
521899,38675,6250,790.79,2023-12-18,2023-10-06,Product_19,Toys,Brisbane,Large,White,SKU-7514
576877,81708,1843,277.94,2023-08-19,2023-06-23,Product_3,Electronics,Brisbane,Medium,Blue,SKU-8744
707962,59269,8257,140.5,2023-08-29,2023-11-24,Product_20,Appliances,Melbourne,Small,Black,SKU-8474
455039,39346,8416,752.01,2023-02-21,2023-09-21,Product_12,Toys,Adelaide,Small,Black,SKU-6771
973789,86012,7003,150.4,2023-04-06,2023-11-11,Product_15,Toys,Brisbane,Large,Green,SKU-6786
676867,20102,3136,974.71,2023-08-10,2023-04-21,Product_16,Toys,Perth,Medium,Black,SKU-6665
417540,20102,5536,904.63,2023-08-19,2023-07-06,Product_16,Toys,Perth,Medium,Black,SKU-6665
358819,36035,4288,912.8,2023-08-25,2023-09-26,Product_8,Appliances,Brisbane,Large,Black,SKU-7311
636085,33671,8221,823.31,2023-05-23,2023-08-17,Product_6,Electronics,Adelaide,Medium,Gray,SKU-1513
722746,36035,4653,523.03,2023-06-20,2023-06-05,Product_8,Appliances,Brisbane,Large,Black,SKU-7311
354021,86012,2492,59.87,2023-01-29,2023-07-08,Product_15,Toys,Brisbane,Large,Green,SKU-6786
285461,36035,7563,512.65,2023-02-05,2023-09-29,Product_8,Appliances,Brisbane,Large,Black,SKU-7311
304838,87282,1599,533.62,2023-01-13,2023-01-02,Product_10,Furniture,Perth,Large,Black,SKU-1234
867385,88034,2944,137.69,2023-06-09,2023-09-03,Product_9,Electronics,Sydney,Small,White,SKU-7753
829539,20102,9353,187.54,2023-11-23,2023-07-29,Product_16,Toys,Perth,Medium,Black,SKU-6665
917109,87282,7993,392.48,2023-07-06,2023-10-13,Product_10,Furniture,Perth,Large,Black,SKU-1234
389267,38675,3501,453.13,2023-08-31,2023-01-13,Product_19,Toys,Brisbane,Large,White,SKU-7514
322005,86012,5181,792.68,2023-03-27,2023-04-06,Product_15,Toys,Brisbane,Large,Green,SKU-6786
951131,59269,6597,748.21,2023-10-11,2023-08-09,Product_20,Appliances,Melbourne,Small,Black,SKU-8474
754654,39346,1849,238.56,2023-03-07,2023-08-26,Product_12,Toys,Adelaide,Small,Black,SKU-6771
648650,81708,6219,115.57,2023-06-19,2023-04-04,Product_3,Electronics,Brisbane,Medium,Blue,SKU-8744
418297,33671,9527,433.5,2023-02-14,2023-12-04,Product_6,Electronics,Adelaide,Medium,Gray,SKU-1513
305101,86012,1613,983.65,2023-03-03,2023-09-26,Product_15,Toys,Brisbane,Large,Green,SKU-6786
155091,33671,4780,163.21,2023-05-14,2023-06-20,Product_6,Electronics,Adelaide,Medium,Gray,SKU-1513
304728,68926,4756,608.88,2023-10-11,2023-04-04,Product_2,Furniture,Adelaide,Small,White,SKU-2433
398382,68926,2488,284.74,2023-01-28,2023-05-29,Product_2,Furniture,Adelaide,Small,White,SKU-2433
359875,81708,7642,389.88,2023-04-18,2023-04-22,Product_3,Electronics,Brisbane,Medium,Blue,SKU-8744
444113,68926,2888,542.71,2023-02-13,2023-02-24,Product_2,Furniture,Adelaide,Small,White,SKU-2433
242165,87282,4866,23.94,2023-12-06,2023-12-03,Product_10,Furniture,Perth,Large,Black,SKU-1234
688844,24926,7085,885.14,2023-10-13,2023-04-26,Product_11,Appliances,Melbourne,Large,Black,SKU-8500
331100,87282,9240,990.14,2023-11-27,2023-05-23,Product_10,Furniture,Perth,Large,Black,SKU-1234
227150,38675,8750,104.04,2023-05-08,2023-07-20,Product_19,Toys,Brisbane,Large,White,SKU-7514
841618,68926,2389,154.47,2023-12-14,2023-06-29,Product_2,Furniture,Adelaide,Small,White,SKU-2433
982804,86012,5248,836.47,2023-08-19,2023-07-21,Product_15,Toys,Brisbane,Large,Green,SKU-6786
563716,23818,7301,540.64,2023-07-09,2023-02-22,Product_5,Sports,Adelaide,Medium,Blue,SKU-9136
487098,23818,5109,972.71,2023-08-13,2023-06-29,Product_5,Sports,Adelaide,Medium,Blue,SKU-9136
116925,24926,5401,824.11,2023-10-10,2023-11-09,Product_11,Appliances,Melbourne,Large,Black,SKU-8500
496862,88034,8353,862.06,2023-05-01,2023-11-04,Product_9,Electronics,Sydney,Small,White,SKU-7753
822049,87282,1034,877.17,2023-04-26,2023-05-17,Product_10,Furniture,Perth,Large,Black,SKU-1234
325999,36035,1455,12.29,2023-08-21,2023-07-01,Product_8,Appliances,Brisbane,Large,Black,SKU-7311
460806,68926,6939,575.09,2023-09-16,2023-01-01,Product_2,Furniture,Adelaide,Small,White,SKU-2433
244806,60719,6488,654.33,2023-12-25,2023-02-13,Product_17,Toys,Perth,Small,Red,SKU-8214
998599,81708,6338,785.49,2023-07-17,2023-08-15,Product_3,Electronics,Brisbane,Medium,Blue,SKU-8744
814631,24926,1293,269.25,2023-05-17,2023-11-27,Product_11,Appliances,Melbourne,Large,Black,SKU-8500
460069,24926,1828,792.88,2023-11-14,2023-04-08,Product_11,Appliances,Melbourne,Large,Black,SKU-8500
642737,38675,9273,479.83,2023-06-14,2023-07-27,Product_19,Toys,Brisbane,Large,White,SKU-7514
616283,24926,1651,945.86,2023-08-13,2023-09-22,Product_11,Appliances,Melbourne,Large,Black,SKU-8500
826163,86012,8952,509.18,2023-11-03,2023-10-15,Product_15,Toys,Brisbane,Large,Green,SKU-6786
454933,86012,4819,882.65,2023-08-22,2023-09-28,Product_15,Toys,Brisbane,Large,Green,SKU-6786
302629,20102,5809,157.48,2023-06-21,2023-05-20,Product_16,Toys,Perth,Medium,Black,SKU-6665
268000,81708,3476,936.98,2023-06-01,2023-08-25,Product_3,Electronics,Brisbane,Medium,Blue,SKU-8744
251744,81708,8347,40.26,2023-11-11,2023-03-13,Product_3,Electronics,Brisbane,Medium,Blue,SKU-8744
618444,20102,1714,572.25,2023-06-09,2023-06-04,Product_16,Toys,Perth,Medium,Black,SKU-6665
588636,39346,8644,326.96,2023-04-06,2023-07-09,Product_12,Toys,Adelaide,Small,Black,SKU-6771
802538,88034,5930,443.75,2023-08-21,2023-09-25,Product_9,Electronics,Sydney,Small,White,SKU-7753
985776,49093,8284,821.17,2023-06-29,2023-11-17,Product_7,Clothing,Brisbane,Small,Gray,SKU-5096
358741,38675,7398,972.66,2023-04-23,2023-04-17,Product_19,Toys,Brisbane,Large,White,SKU-7514
881071,38675,7538,931.11,2023-11-14,2023-08-20,Product_19,Toys,Brisbane,Large,White,SKU-7514
888889,81708,7142,464.43,2023-02-21,2023-02-11,Product_3,Electronics,Brisbane,Medium,Blue,SKU-8744
940127,60719,3532,407.26,2023-09-25,2023-07-09,Product_17,Toys,Perth,Small,Red,SKU-8214
198039,49093,2180,963.11,2023-10-22,2023-05-19,Product_7,Clothing,Brisbane,Small,Gray,SKU-5096
121437,36035,9861,681.82,2023-04-23,2023-04-13,Product_8,Appliances,Brisbane,Large,Black,SKU-7311
980898,36035,9030,683.08,2023-04-11,2023-06-20,Product_8,Appliances,Brisbane,Large,Black,SKU-7311
747427,38675,9906,739.2,2023-04-23,2023-09-30,Product_19,Toys,Brisbane,Large,White,SKU-7514
191079,36035,7346,905.48,2023-03-22,2023-08-09,Product_8,Appliances,Brisbane,Large,Black,SKU-7311
136228,20102,2373,382.38,2023-07-06,2023-08-01,Product_16,Toys,Perth,Medium,Black,SKU-6665
996199,23818,8247,930.16,2023-04-23,2023-12-07,Product_5,Sports,Adelaide,Medium,Blue,SKU-9136
326515,60719,7801,182.06,2023-01-02,2023-02-25,Product_17,Toys,Perth,Small,Red,SKU-8214
389460,68926,5432,792.08,2023-05-10,2023-12-08,Product_2,Furniture,Adelaide,Small,White,SKU-2433
519840,87282,6673,333.97,2023-08-08,2023-04-12,Product_10,Furniture,Perth,Large,Black,SKU-1234
339711,81708,3047,920.19,2023-02-23,2023-07-11,Product_3,Electronics,Brisbane,Medium,Blue,SKU-8744
164415,49093,9863,471.54,2023-12-09,2023-11-06,Product_7,Clothing,Brisbane,Small,Gray,SKU-5096
418867,23818,1872,339.31,2023-08-12,2023-07-19,Product_5,Sports,Adelaide,Medium,Blue,SKU-9136
582864,20102,8198,15.1,2023-08-13,2023-08-21,Product_16,Toys,Perth,Medium,Black,SKU-6665
445800,86012,8264,15.39,2023-05-06,2023-08-15,Product_15,Toys,Brisbane,Large,Green,SKU-6786
462801,33671,2447,223.32,2023-05-10,2023-05-19,Product_6,Electronics,Adelaide,Medium,Gray,SKU-1513
843311,81708,4435,554.64,2023-02-22,2023-12-10,Product_3,Electronics,Brisbane,Medium,Blue,SKU-8744
493766,81708,1865,488.6,2023-06-21,2023-11-01,Product_3,Electronics,Brisbane,Medium,Blue,SKU-8744
735212,68926,4456,177.79,2023-08-06,2023-05-29,Product_2,Furniture,Adelaide,Small,White,SKU-2433
754506,81708,3522,82.68,2023-06-09,2023-04-25,Product_3,Electronics,Brisbane,Medium,Blue,SKU-8744
412032,33671,7729,315.6,2023-07-17,2023-03-04,Product_6,Electronics,Adelaide,Medium,Gray,SKU-1513
283671,59269,7528,653.41,2023-09-04,2023-04-14,Product_20,Appliances,Melbourne,Small,Black,SKU-8474
148393,39346,2843,663.34,2023-11-20,2023-12-05,Product_12,Toys,Adelaide,Small,Black,SKU-6771
358591,39346,2248,731.86,2023-07-22,2023-06-05,Product_12,Toys,Adelaide,Small,Black,SKU-6771
507261,36035,1576,62.26,2023-07-03,2023-09-30,Product_8,Appliances,Brisbane,Large,Black,SKU-7311
906674,59269,3471,351.69,2023-05-03,2023-01-06,Product_20,Appliances,Melbourne,Small,Black,SKU-8474
624852,49093,7595,724.44,2023-09-12,2023-05-27,Product_7,Clothing,Brisbane,Small,Gray,SKU-5096
192688,87282,6417,327.6,2023-10-21,2023-07-03,Product_10,Furniture,Perth,Large,Black,SKU-1234
140223,88034,7602,813.79,2023-10-07,2023-01-28,Product_9,Electronics,Sydney,Small,White,SKU-7753
795656,59269,4330,683.58,2023-11-21,2023-02-07,Product_20,Appliances,Melbourne,Small,Black,SKU-8474
171969,20102,7115,634.89,2023-04-08,2023-04-29,Product_16,Toys,Perth,Medium,Black,SKU-6665
630219,59269,7508,796.87,2023-07-17,2023-10-20,Product_20,Appliances,Melbourne,Small,Black,SKU-8474
910910,20102,6946,603.73,2023-08-28,2023-09-01,Product_16,Toys,Perth,Medium,Black,SKU-6665
980679,60719,2071,532.53,2023-05-24,2023-03-09,Product_17,Toys,Perth,Small,Red,SKU-8214
955825,20102,5079,886.12,2023-04-07,2023-08-02,Product_16,Toys,Perth,Medium,Black,SKU-6665
260106,38675,2537,908.02,2023-07-20,2023-08-06,Product_19,Toys,Brisbane,Large,White,SKU-7514
938616,20102,1765,499.99,2023-05-04,2023-06-26,Product_16,Toys,Perth,Medium,Black,SKU-6665
138150,87282,1913,679.48,2023-07-06,2023-10-26,Product_10,Furniture,Perth,Large,Black,SKU-1234
555894,86012,1819,869.16,2023-11-22,2023-06-13,Product_15,Toys,Brisbane,Large,Green,SKU-6786
311471,20102,7125,454.23,2023-12-15,2023-02-27,Product_16,Toys,Perth,Medium,Black,SKU-6665
237689,86012,7058,876.3,2023-09-16,2023-09-26,Product_15,Toys,Brisbane,Large,Green,SKU-6786
276608,38675,1686,270.58,2023-05-28,2023-11-04,Product_19,Toys,Brisbane,Large,White,SKU-7514
692432,38675,4362,498.99,2023-09-09,2023-02-27,Product_19,Toys,Brisbane,Large,White,SKU-7514
869422,24926,1049,366.5,2023-12-12,2023-10-15,Product_11,Appliances,Melbourne,Large,Black,SKU-8500
140212,20102,2825,440.73,2023-05-27,2023-04-15,Product_16,Toys,Perth,Medium,Black,SKU-6665
833522,49093,2666,545.86,2023-05-28,2023-08-16,Product_7,Clothing,Brisbane,Small,Gray,SKU-5096
597693,86012,2607,602.8,2023-12-18,2023-09-04,Product_15,Toys,Brisbane,Large,Green,SKU-6786
481754,68926,9835,52.05,2023-07-18,2023-07-07,Product_2,Furniture,Adelaide,Small,White,SKU-2433
227533,49093,8882,337.97,2023-11-04,2023-03-24,Product_7,Clothing,Brisbane,Small,Gray,SKU-5096
324698,33671,9412,256.35,2023-05-08,2023-07-05,Product_6,Electronics,Adelaide,Medium,Gray,SKU-1513
527669,38675,4622,935.78,2023-02-08,2023-09-09,Product_19,Toys,Brisbane,Large,White,SKU-7514
300894,38675,5038,170.98,2023-12-04,2023-08-26,Product_19,Toys,Brisbane,Large,White,SKU-7514
