order_id,product_id,customer_id,price,shipping_date,order_date
460806,68926,6939,575.09,2023-09-16,2023-01-01
244806,60719,6488,654.33,2023-12-25,2023-02-13
998599,81708,6338,785.49,2023-07-17,2023-08-15
814631,24926,1293,269.25,2023-05-17,2023-11-27
460069,24926,1828,792.88,2023-11-14,2023-04-08
642737,38675,9273,479.83,2023-06-14,2023-07-27
616283,24926,1651,945.86,2023-08-13,2023-09-22
826163,86012,8952,509.18,2023-11-03,2023-10-15
454933,86012,4819,882.65,2023-08-22,2023-09-28
302629,20102,5809,157.48,2023-06-21,2023-05-20
268000,81708,3476,936.98,2023-06-01,2023-08-25
251744,81708,8347,40.26,2023-11-11,2023-03-13
618444,20102,1714,572.25,2023-06-09,2023-06-04
588636,39346,8644,326.96,2023-04-06,2023-07-09
802538,88034,5930,443.75,2023-08-21,2023-09-25
985776,49093,8284,821.17,2023-06-29,2023-11-17
358741,38675,7398,972.66,2023-04-23,2023-04-17
881071,38675,7538,931.11,2023-11-14,2023-08-20
888889,81708,7142,464.43,2023-02-21,2023-02-11
940127,60719,3532,407.26,2023-09-25,2023-07-09
198039,49093,2180,963.11,2023-10-22,2023-05-19
121437,36035,9861,681.82,2023-04-23,2023-04-13
980898,36035,9030,683.08,2023-04-11,2023-06-20
747427,38675,9906,739.2,2023-04-23,2023-09-30
191079,36035,7346,905.48,2023-03-22,2023-08-09
136228,20102,2373,382.38,2023-07-06,2023-08-01
996199,23818,8247,930.16,2023-04-23,2023-12-07
326515,60719,7801,182.06,2023-01-02,2023-02-25
389460,68926,5432,792.08,2023-05-10,2023-12-08
519840,87282,6673,333.97,2023-08-08,2023-04-12
339711,81708,3047,920.19,2023-02-23,2023-07-11
164415,49093,9863,471.54,2023-12-09,2023-11-06
418867,23818,1872,339.31,2023-08-12,2023-07-19
582864,20102,8198,15.1,2023-08-13,2023-08-21
445800,86012,8264,15.39,2023-05-06,2023-08-15
462801,33671,2447,223.32,2023-05-10,2023-05-19
843311,81708,4435,554.64,2023-02-22,2023-12-10
493766,81708,1865,488.6,2023-06-21,2023-11-01
735212,68926,4456,177.79,2023-08-06,2023-05-29
754506,81708,3522,82.68,2023-06-09,2023-04-25
412032,33671,7729,315.6,2023-07-17,2023-03-04
283671,59269,7528,653.41,2023-09-04,2023-04-14
148393,39346,2843,663.34,2023-11-20,2023-12-05
358591,39346,2248,731.86,2023-07-22,2023-06-05
507261,36035,1576,62.26,2023-07-03,2023-09-30
906674,59269,3471,351.69,2023-05-03,2023-01-06
624852,49093,7595,724.44,2023-09-12,2023-05-27
192688,87282,6417,327.6,2023-10-21,2023-07-03
140223,88034,7602,813.79,2023-10-07,2023-01-28
795656,59269,4330,683.58,2023-11-21,2023-02-07
171969,20102,7115,634.89,2023-04-08,2023-04-29
630219,59269,7508,796.87,2023-07-17,2023-10-20
910910,20102,6946,603.73,2023-08-28,2023-09-01
980679,60719,2071,532.53,2023-05-24,2023-03-09
955825,20102,5079,886.12,2023-04-07,2023-08-02
260106,38675,2537,908.02,2023-07-20,2023-08-06
938616,20102,1765,499.99,2023-05-04,2023-06-26
138150,87282,1913,679.48,2023-07-06,2023-10-26
555894,86012,1819,869.16,2023-11-22,2023-06-13
311471,20102,7125,454.23,2023-12-15,2023-02-27
237689,86012,7058,876.3,2023-09-16,2023-09-26
276608,38675,1686,270.58,2023-05-28,2023-11-04
692432,38675,4362,498.99,2023-09-09,2023-02-27
869422,24926,1049,366.5,2023-12-12,2023-10-15
140212,20102,2825,440.73,2023-05-27,2023-04-15
833522,49093,2666,545.86,2023-05-28,2023-08-16
597693,86012,2607,602.8,2023-12-18,2023-09-04
481754,68926,9835,52.05,2023-07-18,2023-07-07
227533,49093,8882,337.97,2023-11-04,2023-03-24
324698,33671,9412,256.35,2023-05-08,2023-07-05
527669,38675,4622,935.78,2023-02-08,2023-09-09
300894,38675,5038,170.98,2023-12-04,2023-08-26
978983,68926,7270,202.99,2023-12-26,2023-07-03
215354,68926,7813,86.06,2023-05-09,2023-10-11
648092,88034,4967,328.84,2023-09-24,2023-07-29
817496,68926,9776,360.75,2023-05-31,2023-10-31
412845,38675,7143,344.32,2023-10-25,2023-10-23
602553,88034,4562,451.51,2023-04-09,2023-04-07
863181,88034,1821,856.5,2023-09-20,2023-07-27
730442,87282,8769,561.96,2023-09-09,2023-05-17
763279,24926,1937,966.86,2023-05-24,2023-07-03
772980,59269,3552,476.67,2023-12-12,2023-03-17
347124,23818,3980,253.5,2023-04-22,2023-10-14
931300,87282,9098,113.58,2023-03-01,2023-05-22
396806,39346,5372,289.77,2023-01-02,2023-08-25
444172,36035,2810,230.82,2023-10-31,2023-01-25
362856,36035,4673,596.74,2023-09-11,2023-10-17
339942,36035,5170,732.81,2023-05-20,2023-03-08
616025,39346,8444,555.03,2023-02-06,2023-09-07
527830,60719,3638,332.42,2023-06-09,2023-04-28
588334,68926,2944,851.81,2023-01-09,2023-03-14
335997,39346,1930,794.4,2023-08-21,2023-10-09
542860,68926,7973,942.38,2023-04-09,2023-01-10
712414,24926,9817,610.92,2023-05-27,2023-07-30
293537,20102,6033,43.8,2023-10-31,2023-11-19
970372,88034,4290,464.88,2023-07-27,2023-06-01
826197,68926,3855,667.22,2023-05-11,2023-01-05
777349,20102,2023,706.94,2023-06-01,2023-07-14
796530,39346,2650,17.85,2023-02-23,2023-10-10
790693,87282,7167,42.04,2023-04-30,2023-04-23
813563,33671,1427,633.33,2023-06-10,2023-09-28
870468,68926,4084,159.01,2023-04-26,2023-06-12
361693,33671,8204,639.3,2023-03-16,2023-04-15
885860,38675,6394,372.99,2023-04-23,2023-06-30
657022,68926,5973,11.19,2023-04-14,2023-02-13
178311,88034,2764,650.81,2023-12-06,2023-10-09
825192,60719,2516,246.57,2023-09-11,2023-06-24
872489,59269,5533,668.19,2023-08-15,2023-06-11
455353,68926,8360,807.34,2023-04-22,2023-12-06
731024,49093,2036,350.07,2023-04-09,2023-05-20
992130,24926,7805,259.68,2023-06-02,2023-05-12
665787,68926,5710,659.49,2023-12-15,2023-03-28
899813,68926,3876,348.66,2023-12-04,2023-06-25
646994,60719,8784,259.79,2023-07-13,2023-07-02
187964,81708,3871,499.14,2023-11-06,2023-05-09
505230,36035,7233,524.41,2023-06-12,2023-09-03
118257,38675,3530,533.31,2023-07-27,2023-03-30
194946,23818,2277,699.78,2023-06-18,2023-03-07
975798,86012,2471,978.26,2023-06-10,2023-06-07
655625,81708,7343,614.37,2023-03-09,2023-05-29
160297,68926,3112,145.89,2023-10-16,2023-12-06
105978,36035,2405,894.17,2023-10-04,2023-04-26
994498,33671,8665,458.74,2023-10-31,2023-08-02
745201,23818,7589,872.64,2023-05-15,2023-10-21
118007,68926,5598,89.13,2023-07-14,2023-09-10
337453,88034,1401,330.83,2023-05-08,2023-05-23
116265,81708,2708,873.19,2023-02-02,2023-09-07
760184,60719,1190,674.11,2023-06-25,2023-10-29
498239,86012,1878,477.74,2023-01-22,2023-01-25
875792,87282,8643,930.66,2023-08-26,2023-10-04
599429,49093,4018,955.92,2023-06-07,2023-03-11
713671,24926,4031,132.1,2023-02-07,2023-04-23
639349,59269,2534,772.73,2023-08-18,2023-04-22
133994,36035,5864,835.48,2023-12-31,2023-10-30
322304,87282,9115,83.56,2023-02-20,2023-04-01
947322,87282,5938,826.74,2023-09-21,2023-01-18
546104,20102,3465,124.87,2023-10-10,2023-05-29
730810,36035,3226,119.74,2023-01-27,2023-08-15
439039,68926,4757,99.73,2023-08-14,2023-08-02
599988,59269,9269,562.3,2023-10-04,2023-05-31
178223,20102,3826,417.5,2023-10-13,2023-07-11
791260,86012,9253,122.25,2023-04-07,2023-02-09
955795,86012,2365,223.53,2023-10-11,2023-08-30
892255,38675,1272,584.24,2023-11-13,2023-05-18
559530,86012,8552,739.92,2023-10-31,2023-12-11
479159,88034,2930,524.98,2023-05-27,2023-06-29
814645,68926,8683,353.99,2023-01-04,2023-07-19
682629,39346,8881,711.16,2023-02-04,2023-07-22
821789,36035,1840,110.44,2023-07-11,2023-03-02
458160,39346,2377,656.83,2023-02-18,2023-07-11
859180,23818,9761,486.38,2023-01-17,2023-01-05
564243,88034,9309,929.59,2023-06-21,2023-08-25
607121,24926,4072,792.56,2023-08-08,2023-06-30
750045,36035,4410,302.11,2023-06-07,2023-11-07
700203,36035,4484,315.19,2023-02-15,2023-02-06
774017,23818,4797,398.28,2023-01-06,2023-02-25
590761,39346,7383,218.79,2023-04-09,2023-08-25
396961,33671,1877,649.64,2023-08-21,2023-12-15
391035,36035,5689,17.26,2023-02-06,2023-07-16
925563,23818,2596,276.29,2023-10-07,2023-03-14
440127,33671,5532,791.46,2023-12-15,2023-02-28
557952,60719,7513,611.28,2023-10-29,2023-08-28
130702,68926,5358,521.23,2023-06-30,2023-01-02
388210,49093,9864,607.09,2023-04-05,2023-07-07
670166,38675,3281,223.09,2023-04-09,2023-11-03
291065,36035,9074,148.75,2023-07-07,2023-01-30
809083,39346,7706,428.71,2023-04-26,2023-09-24
520892,38675,9859,892.88,2023-07-10,2023-04-18
885895,81708,4233,198.77,2023-09-10,2023-11-28
942405,33671,2753,393.44,2023-06-10,2023-03-31
463466,86012,7781,255.09,2023-09-13,2023-07-24
633152,33671,9661,10.93,2023-11-19,2023-08-08
154129,81708,5244,953.14,2023-05-08,2023-04-04
840195,86012,5477,619.95,2023-01-18,2023-04-13
728970,68926,1202,127.66,2023-10-08,2023-08-11
153543,86012,4140,649.04,2023-08-11,2023-07-05
687681,39346,6931,20.02,2023-02-23,2023-07-03
330297,87282,1963,565.3,2023-02-27,2023-06-11
363933,33671,3176,607.14,2023-11-19,2023-09-04
474781,68926,4614,249.63,2023-12-26,2023-01-31
280580,23818,4192,288.91,2023-06-23,2023-02-21
587266,24926,2750,806.06,2023-10-07,2023-12-11
145118,87282,8386,151.11,2023-04-24,2023-03-17
407303,59269,8874,839.53,2023-10-15,2023-10-05
151443,39346,1579,944.37,2023-12-08,2023-02-09
344806,33671,2094,969.52,2023-05-31,2023-04-11
577532,33671,8507,320.36,2023-05-07,2023-04-21
629407,86012,2164,50.7,2023-06-04,2023-11-17
765305,87282,5406,487.02,2023-09-30,2023-09-06
826824,88034,1070,994.07,2023-04-14,2023-07-10
387276,81708,8222,254.39,2023-10-26,2023-07-01
529410,38675,5742,893.66,2023-09-03,2023-12-01
637419,81708,6392,504.1,2023-06-25,2023-07-28
942242,88034,3218,117.01,2023-02-08,2023-01-22
581893,20102,4742,826.31,2023-06-19,2023-06-15
651531,88034,4440,592.81,2023-09-04,2023-04-09
518519,20102,5963,763.84,2023-01-26,2023-07-27
797275,23818,1330,376.78,2023-12-21,2023-01-08
636169,81708,1256,682.2,2023-11-02,2023-07-09
418256,88034,9497,729.25,2023-01-13,2023-06-24
629004,38675,7393,124.71,2023-11-12,2023-09-30
426424,81708,8207,291.39,2023-11-09,2023-01-17
618397,88034,8327,545.43,2023-02-05,2023-03-31
527270,88034,9849,13.58,2023-06-22,2023-05-21
126360,24926,4692,986.64,2023-01-20,2023-05-25
432586,49093,6993,93.01,2023-11-17,2023-06-15
613740,86012,7161,117.86,2023-09-21,2023-12-03
274795,60719,5753,672.23,2023-05-22,2023-03-19
645248,81708,5982,869.07,2023-05-23,2023-09-19
729974,81708,3698,688.04,2023-04-02,2023-06-12
596525,60719,2137,164.93,2023-12-20,2023-01-14
223382,23818,7371,414.78,2023-11-18,2023-08-27
963035,68926,5599,990.53,2023-10-15,2023-03-13
216376,86012,4450,687.08,2023-08-03,2023-05-23
771405,60719,4938,230.09,2023-12-08,2023-11-06
470666,68926,9559,428.77,2023-02-20,2023-10-10
707027,36035,2694,899.28,2023-06-02,2023-09-26
327677,86012,9495,695.85,2023-07-05,2023-08-29
646507,24926,5679,623.72,2023-03-04,2023-09-02
957826,36035,4544,93.19,2023-07-09,2023-06-12
538797,88034,1557,895.52,2023-05-05,2023-03-01
253857,33671,1974,933.74,2023-05-30,2023-01-06
454799,33671,4494,63.55,2023-11-10,2023-07-16
183752,60719,6029,302.63,2023-02-27,2023-02-27
460642,24926,8606,738.4,2023-12-08,2023-11-01
139751,86012,6696,689.85,2023-11-01,2023-08-05
817147,88034,2605,703.57,2023-06-29,2023-01-26
659062,24926,2556,599.79,2023-06-19,2023-10-30
509128,59269,3944,692.62,2023-11-22,2023-01-05
465062,39346,4794,236.73,2023-09-28,2023-01-20
551104,39346,3374,401.16,2023-02-23,2023-07-17
739211,86012,2142,980.79,2023-04-11,2023-02-28
155726,60719,7128,943.5,2023-09-21,2023-08-30
384855,59269,6360,48.45,2023-02-22,2023-05-26
734719,86012,9141,187.67,2023-03-01,2023-09-30
218047,59269,9075,672.95,2023-04-18,2023-09-06
520229,87282,2598,445.71,2023-01-05,2023-01-14
473652,36035,5691,340.71,2023-04-13,2023-01-13
250369,23818,5336,421.02,2023-07-15,2023-02-13
418553,60719,3235,700.32,2023-09-19,2023-01-19
537994,20102,7965,699.04,2023-12-31,2023-03-04
405661,33671,7710,526.55,2023-12-16,2023-08-27
902238,23818,5857,128.02,2023-02-16,2023-12-03
542835,88034,5543,607.06,2023-12-21,2023-04-10
862196,86012,1772,63.18,2023-11-07,2023-06-12
122424,88034,4880,266.55,2023-11-04,2023-05-02
299909,39346,7759,171.48,2023-05-24,2023-02-13
481864,81708,3207,13.63,2023-09-26,2023-11-13
256548,88034,9251,447.83,2023-05-04,2023-05-25
778494,38675,9590,693.51,2023-04-16,2023-11-23
220681,36035,5945,839.17,2023-06-07,2023-02-19
440426,49093,8134,889.12,2023-05-27,2023-03-06
466152,33671,3932,960.65,2023-05-25,2023-10-15
813998,33671,5445,266.86,2023-04-30,2023-06-13
306980,60719,5710,380.42,2023-11-15,2023-05-21
734493,88034,8809,85.73,2023-10-02,2023-11-10
647453,86012,2274,696.48,2023-04-02,2023-05-08
928427,49093,1155,960.45,2023-02-27,2023-08-27
111107,49093,4465,562.54,2023-12-12,2023-11-20
419728,23818,3188,548.7,2023-08-17,2023-10-23
865616,68926,1447,599.56,2023-04-27,2023-07-06
478494,38675,1633,555.98,2023-11-14,2023-07-27
741210,88034,5490,737.3,2023-10-06,2023-08-08
642683,36035,8980,820.15,2023-05-07,2023-07-09
223370,86012,2108,481.42,2023-05-09,2023-12-12
582523,49093,6276,495.4,2023-02-27,2023-10-11
339632,36035,7231,877.14,2023-05-02,2023-08-25
221232,88034,8131,956.55,2023-01-01,2023-07-13
897882,23818,1653,184.71,2023-08-27,2023-10-14
207667,86012,7252,858.38,2023-10-17,2023-09-16
601245,88034,6810,50.75,2023-04-06,2023-09-03
791161,20102,1520,502.0,2023-05-06,2023-05-16
578898,87282,7766,539.85,2023-04-28,2023-10-07
638290,38675,7520,535.78,2023-02-17,2023-09-28
956969,81708,7083,10.85,2023-03-30,2023-06-20
645435,33671,7592,202.43,2023-08-25,2023-06-08
832180,49093,1320,502.27,2023-09-29,2023-07-20
287522,24926,2769,453.53,2023-07-08,2023-02-14
560576,87282,5801,184.71,2023-07-11,2023-09-21
251853,36035,3506,479.31,2023-03-10,2023-03-12
940187,86012,2716,815.64,2023-10-05,2023-04-13
781458,24926,6290,529.07,2023-12-15,2023-05-05
733243,20102,4871,164.85,2023-09-04,2023-11-09
146834,20102,1204,921.86,2023-03-17,2023-10-13
328828,49093,9336,314.58,2023-06-03,2023-08-18
213099,87282,8762,484.21,2023-05-24,2023-05-26
916893,36035,3222,77.95,2023-03-27,2023-07-16
739495,33671,1542,848.39,2023-07-04,2023-08-09
860217,59269,1671,553.69,2023-10-12,2023-03-01
596121,24926,7413,492.54,2023-08-08,2023-04-08
705790,23818,2658,578.41,2023-03-10,2023-06-20
357068,60719,5956,77.7,2023-02-16,2023-06-22
327221,24926,5859,426.09,2023-04-04,2023-05-31
622625,81708,9619,610.5,2023-08-26,2023-05-02
618395,20102,8118,503.17,2023-07-23,2023-04-18
107973,20102,7822,68.93,2023-08-06,2023-01-04
265521,88034,7165,191.44,2023-12-07,2023-04-03
251879,68926,2304,100.11,2023-02-08,2023-01-06
567483,23818,9264,811.18,2023-04-10,2023-10-15
378723,38675,6763,854.61,2023-10-16,2023-04-16
699228,49093,1537,349.53,2023-09-11,2023-05-26
379864,39346,9904,99.35,2023-08-10,2023-09-28
904221,81708,9116,951.65,2023-12-23,2023-04-06
998158,81708,1118,698.23,2023-01-23,2023-08-17
613939,59269,5618,573.69,2023-09-07,2023-07-21
977139,24926,6595,718.05,2023-01-10,2023-07-31
940054,39346,3147,25.7,2023-09-03,2023-01-06
253672,68926,3703,56.33,2023-11-21,2023-04-22
763837,49093,8322,307.12,2023-04-10,2023-11-19
644341,33671,7536,614.38,2023-10-17,2023-04-16
989748,24926,2057,335.47,2023-06-29,2023-05-19
104403,33671,5518,170.25,2023-08-11,2023-10-26
492755,81708,9765,393.33,2023-09-07,2023-04-06
903627,24926,5831,664.34,2023-05-27,2023-12-03
122351,87282,7993,731.4,2023-04-06,2023-10-24
399364,68926,7087,170.95,2023-09-14,2023-08-02
376051,33671,5575,139.88,2023-11-21,2023-10-18
591787,23818,5829,106.79,2023-01-04,2023-01-22
494883,23818,9567,547.43,2023-01-16,2023-07-12
407243,88034,4305,924.27,2023-10-07,2023-05-30
751652,49093,3902,275.78,2023-12-02,2023-09-04
240987,60719,4615,977.03,2023-09-04,2023-09-24
591580,33671,5175,716.45,2023-09-15,2023-09-08
993290,86012,2707,549.86,2023-06-09,2023-01-03
488947,68926,2897,895.35,2023-12-06,2023-11-12
982715,33671,8576,314.61,2023-06-01,2023-03-17
696741,59269,3087,628.63,2023-06-27,2023-03-28
774404,38675,7978,494.11,2023-06-12,2023-09-27
748639,39346,2196,205.72,2023-02-02,2023-08-13
772102,68926,6662,281.38,2023-06-28,2023-01-18
652348,88034,8492,256.12,2023-04-11,2023-04-23
580153,59269,9657,106.08,2023-09-25,2023-09-08
671475,36035,9908,839.02,2023-11-19,2023-08-21
916660,39346,4539,806.3,2023-03-06,2023-11-25
590193,49093,9973,71.93,2023-06-17,2023-10-06
210208,20102,9179,864.93,2023-11-26,2023-07-21
299823,38675,5688,277.14,2023-02-12,2023-03-24
